<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
FPT,D,20141120,000000,10430.0000,10480.0000,10370.0000,10410.0000,366710,0
FPT,D,20141121,000000,10480.0000,10600.0000,10410.0000,10430.0000,400290,0
FPT,D,20141124,000000,10410.0000,10410.0000,10330.0000,10370.0000,289320,0
FPT,D,20141125,000000,10370.0000,10480.0000,10370.0000,10450.0000,190010,0
FPT,D,20141126,000000,10520.0000,10520.0000,10370.0000,10370.0000,224690,0
FPT,D,20141127,000000,10430.0000,10430.0000,10310.0000,10350.0000,311160,0
FPT,D,20141128,000000,10390.0000,10390.0000,10220.0000,10220.0000,526360,0
FPT,D,20141201,000000,10200.0000,10280.0000,10160.0000,10160.0000,387370,0
FPT,D,20141202,000000,10180.0000,10180.0000,10070.0000,10140.0000,361490,0
FPT,D,20141203,000000,10220.0000,10410.0000,10160.0000,10240.0000,209630,0
FPT,D,20141204,000000,10240.0000,10390.0000,10240.0000,10330.0000,291140,0
FPT,D,20141205,000000,10370.0000,10390.0000,10310.0000,10350.0000,220940,0
FPT,D,20141208,000000,10350.0000,10350.0000,10240.0000,10260.0000,230000,0
FPT,D,20141209,000000,10220.0000,10220.0000,10030.0000,10030.0000,975650,0
FPT,D,20141210,000000,10010.0000,10160.0000,9990.0000,10140.0000,462650,0
FPT,D,20141211,000000,10090.0000,10140.0000,10030.0000,10070.0000,319170,0
FPT,D,20141212,000000,10110.0000,10310.0000,10090.0000,10220.0000,222600,0
FPT,D,20141215,000000,10220.0000,10220.0000,10160.0000,10160.0000,176820,0
FPT,D,20141216,000000,10140.0000,10160.0000,10030.0000,10030.0000,525220,0
FPT,D,20141217,000000,10050.0000,10050.0000,9520.0000,9600.0000,1067630,0
FPT,D,20141218,000000,9670.0000,9900.0000,9670.0000,9820.0000,280050,0
FPT,D,20141219,000000,9990.0000,9990.0000,9690.0000,9690.0000,327710,0
FPT,D,20141222,000000,9820.0000,9880.0000,9770.0000,9840.0000,261240,0
FPT,D,20141223,000000,9840.0000,10010.0000,9820.0000,9970.0000,291780,0
FPT,D,20141224,000000,10030.0000,10070.0000,9940.0000,9970.0000,171930,0
FPT,D,20141225,000000,9900.0000,9940.0000,9860.0000,9880.0000,100790,0
FPT,D,20141226,000000,9880.0000,9880.0000,9770.0000,9820.0000,337170,0
FPT,D,20141229,000000,9940.0000,9940.0000,9730.0000,9750.0000,198580,0
FPT,D,20141230,000000,9800.0000,9840.0000,9650.0000,9840.0000,313520,0
FPT,D,20141231,000000,9920.0000,10200.0000,9880.0000,10200.0000,471320,0
FPT,D,20150105,000000,10200.0000,10240.0000,10110.0000,10160.0000,273550,0
FPT,D,20150106,000000,10090.0000,10220.0000,10050.0000,10220.0000,364050,0
FPT,D,20150107,000000,10220.0000,10430.0000,10220.0000,10280.0000,405560,0
FPT,D,20150108,000000,10260.0000,10280.0000,10160.0000,10180.0000,227300,0
FPT,D,20150109,000000,10180.0000,10310.0000,10180.0000,10260.0000,320210,0
FPT,D,20150112,000000,10260.0000,10450.0000,10260.0000,10330.0000,679050,0
FPT,D,20150113,000000,10280.0000,10370.0000,10280.0000,10350.0000,242060,0
FPT,D,20150114,000000,10350.0000,10390.0000,10240.0000,10330.0000,421120,0
FPT,D,20150115,000000,10370.0000,10370.0000,10280.0000,10350.0000,281910,0
FPT,D,20150116,000000,10370.0000,10370.0000,10280.0000,10310.0000,174340,0
FPT,D,20150119,000000,10310.0000,10310.0000,10200.0000,10200.0000,367020,0
FPT,D,20150120,000000,10200.0000,10240.0000,10180.0000,10200.0000,344010,0
FPT,D,20150121,000000,10240.0000,10370.0000,10240.0000,10280.0000,607260,0
FPT,D,20150122,000000,10330.0000,10330.0000,10240.0000,10240.0000,299200,0
FPT,D,20150123,000000,10280.0000,10350.0000,10240.0000,10280.0000,386280,0
FPT,D,20150126,000000,10280.0000,10350.0000,10280.0000,10280.0000,384170,0
FPT,D,20150127,000000,10260.0000,10330.0000,10200.0000,10200.0000,424160,0
FPT,D,20150128,000000,10180.0000,10260.0000,10160.0000,10180.0000,260670,0
FPT,D,20150129,000000,10180.0000,10200.0000,10160.0000,10180.0000,224460,0
FPT,D,20150130,000000,10200.0000,10220.0000,10090.0000,10090.0000,587470,0
FPT,D,20150202,000000,10110.0000,10160.0000,10050.0000,10070.0000,219410,0
FPT,D,20150203,000000,10070.0000,10090.0000,9990.0000,9990.0000,207170,0
FPT,D,20150204,000000,10070.0000,10070.0000,9920.0000,9970.0000,307040,0
FPT,D,20150205,000000,9990.0000,10090.0000,9970.0000,10030.0000,182990,0
FPT,D,20150206,000000,10090.0000,10090.0000,10030.0000,10050.0000,114380,0
FPT,D,20150209,000000,10140.0000,10140.0000,10030.0000,10030.0000,145540,0
FPT,D,20150210,000000,10030.0000,10050.0000,9990.0000,10010.0000,143310,0
FPT,D,20150211,000000,10050.0000,10090.0000,10030.0000,10090.0000,139400,0
FPT,D,20150212,000000,10180.0000,10240.0000,10160.0000,10160.0000,435120,0
FPT,D,20150213,000000,10200.0000,10240.0000,10160.0000,10200.0000,198830,0
FPT,D,20150224,000000,10240.0000,10370.0000,10240.0000,10330.0000,351850,0
FPT,D,20150225,000000,10370.0000,10410.0000,10280.0000,10310.0000,520900,0
FPT,D,20150226,000000,10280.0000,10410.0000,10280.0000,10410.0000,276700,0
FPT,D,20150227,000000,10430.0000,10480.0000,10350.0000,10370.0000,314940,0
FPT,D,20150302,000000,10410.0000,10410.0000,10280.0000,10310.0000,471270,0
FPT,D,20150303,000000,10370.0000,10390.0000,10330.0000,10390.0000,214540,0
FPT,D,20150304,000000,10450.0000,10730.0000,10450.0000,10620.0000,993500,0
FPT,D,20150305,000000,10730.0000,10840.0000,10620.0000,10620.0000,393540,0
FPT,D,20150306,000000,10620.0000,10730.0000,10600.0000,10620.0000,335140,0
FPT,D,20150309,000000,10600.0000,10620.0000,10450.0000,10450.0000,414700,0
FPT,D,20150310,000000,10500.0000,10560.0000,10480.0000,10560.0000,328390,0
FPT,D,20150311,000000,10560.0000,10560.0000,10500.0000,10520.0000,293150,0
FPT,D,20150312,000000,10520.0000,10520.0000,10430.0000,10450.0000,368140,0
FPT,D,20150313,000000,10520.0000,10560.0000,10430.0000,10450.0000,284450,0
FPT,D,20150316,000000,10450.0000,10500.0000,10450.0000,10500.0000,214490,0
FPT,D,20150317,000000,10520.0000,10730.0000,10520.0000,10620.0000,717570,0
FPT,D,20150318,000000,10620.0000,10620.0000,10540.0000,10540.0000,228430,0
FPT,D,20150319,000000,10600.0000,10620.0000,10520.0000,10520.0000,252430,0
FPT,D,20150320,000000,10520.0000,10600.0000,10500.0000,10580.0000,284340,0
FPT,D,20150323,000000,10580.0000,10600.0000,10500.0000,10500.0000,274890,0
FPT,D,20150324,000000,10520.0000,10520.0000,10370.0000,10430.0000,349040,0
FPT,D,20150325,000000,10520.0000,10520.0000,10410.0000,10450.0000,221110,0
FPT,D,20150326,000000,10500.0000,10500.0000,10450.0000,10480.0000,276070,0
FPT,D,20150327,000000,10540.0000,10540.0000,10450.0000,10450.0000,226880,0
FPT,D,20150330,000000,10500.0000,10500.0000,10280.0000,10280.0000,413070,0
FPT,D,20150331,000000,10280.0000,10350.0000,10280.0000,10280.0000,233260,0
FPT,D,20150401,000000,10350.0000,10350.0000,10140.0000,10140.0000,270910,0
FPT,D,20150402,000000,10160.0000,10310.0000,10140.0000,10220.0000,168030,0
FPT,D,20150403,000000,10310.0000,10370.0000,10220.0000,10370.0000,116640,0
FPT,D,20150406,000000,10370.0000,10430.0000,10310.0000,10310.0000,168170,0
FPT,D,20150407,000000,10280.0000,10410.0000,10280.0000,10390.0000,150220,0
FPT,D,20150408,000000,10410.0000,10430.0000,10370.0000,10390.0000,162560,0
FPT,D,20150409,000000,10390.0000,10410.0000,10310.0000,10390.0000,258950,0
FPT,D,20150410,000000,10390.0000,10500.0000,10370.0000,10450.0000,345170,0
FPT,D,20150413,000000,10450.0000,10500.0000,10430.0000,10450.0000,164060,0
FPT,D,20150414,000000,10450.0000,10450.0000,10350.0000,10350.0000,224290,0
FPT,D,20150415,000000,10390.0000,10410.0000,10310.0000,10390.0000,223010,0
FPT,D,20150416,000000,10390.0000,10450.0000,10350.0000,10370.0000,152830,0
FPT,D,20150417,000000,10390.0000,10940.0000,10390.0000,10840.0000,1497670,0
FPT,D,20150420,000000,10840.0000,10840.0000,10600.0000,10730.0000,358680,0
FPT,D,20150421,000000,10730.0000,10840.0000,10620.0000,10620.0000,263970,0
FPT,D,20150422,000000,10620.0000,10840.0000,10620.0000,10620.0000,539100,0
FPT,D,20150423,000000,10730.0000,10840.0000,10580.0000,10730.0000,641410,0
FPT,D,20150424,000000,10730.0000,10840.0000,10620.0000,10730.0000,268410,0
FPT,D,20150427,000000,10940.0000,11160.0000,10840.0000,10940.0000,636760,0
FPT,D,20150504,000000,10940.0000,11050.0000,10410.0000,10500.0000,818280,0
FPT,D,20150505,000000,10500.0000,10730.0000,10450.0000,10620.0000,444430,0
FPT,D,20150506,000000,10620.0000,10730.0000,10540.0000,10540.0000,406590,0
FPT,D,20150507,000000,10580.0000,10730.0000,10540.0000,10600.0000,263570,0
FPT,D,20150508,000000,10600.0000,10730.0000,10600.0000,10600.0000,241080,0
FPT,D,20150511,000000,10620.0000,10620.0000,10540.0000,10560.0000,229310,0
FPT,D,20150512,000000,10560.0000,10560.0000,10450.0000,10450.0000,253240,0
FPT,D,20150513,000000,10450.0000,10480.0000,10350.0000,10450.0000,471350,0
FPT,D,20150514,000000,10410.0000,10540.0000,10410.0000,10480.0000,284980,0
FPT,D,20150515,000000,10500.0000,10540.0000,10430.0000,10430.0000,222770,0
FPT,D,20150518,000000,10410.0000,10450.0000,10370.0000,10370.0000,493240,0
FPT,D,20150519,000000,10350.0000,10450.0000,10350.0000,10450.0000,261290,0
FPT,D,20150520,000000,10540.0000,10840.0000,10520.0000,10840.0000,1067870,0
FPT,D,20150521,000000,10840.0000,11260.0000,10730.0000,11160.0000,1966840,0
FPT,D,20150522,000000,11160.0000,11260.0000,11050.0000,11050.0000,639970,0
FPT,D,20150525,000000,11050.0000,11470.0000,11050.0000,11470.0000,1194140,0
FPT,D,20150526,000000,11370.0000,11470.0000,11260.0000,11260.0000,953640,0
FPT,D,20150527,000000,11260.0000,11370.0000,11050.0000,11160.0000,1216710,0
FPT,D,20150528,000000,11400.0000,11430.0000,11230.0000,11300.0000,1158400,0
FPT,D,20150529,000000,11330.0000,11330.0000,11180.0000,11210.0000,357830,0
FPT,D,20150601,000000,11180.0000,11180.0000,11030.0000,11030.0000,747720,0
FPT,D,20150602,000000,11030.0000,11030.0000,10880.0000,10880.0000,790020,0
FPT,D,20150603,000000,10880.0000,11160.0000,10860.0000,11010.0000,638440,0
FPT,D,20150604,000000,11010.0000,11080.0000,11010.0000,11060.0000,224510,0
FPT,D,20150605,000000,11030.0000,11180.0000,11010.0000,11160.0000,578380,0
FPT,D,20150608,000000,11210.0000,11230.0000,11030.0000,11030.0000,698960,0
FPT,D,20150609,000000,11010.0000,11250.0000,11010.0000,11030.0000,618760,0
FPT,D,20150610,000000,11030.0000,11130.0000,10980.0000,11110.0000,249790,0
FPT,D,20150611,000000,11110.0000,11180.0000,11110.0000,11160.0000,420000,0
FPT,D,20150612,000000,11180.0000,11280.0000,11180.0000,11230.0000,753350,0
FPT,D,20150615,000000,11300.0000,11300.0000,11160.0000,11210.0000,341650,0
FPT,D,20150616,000000,11210.0000,11250.0000,11080.0000,11080.0000,479370,0
FPT,D,20150617,000000,11060.0000,11110.0000,11030.0000,11060.0000,483360,0
FPT,D,20150618,000000,11060.0000,11210.0000,11060.0000,11080.0000,324300,0
FPT,D,20150619,000000,11080.0000,11230.0000,11080.0000,11160.0000,524770,0
FPT,D,20150622,000000,11210.0000,11400.0000,11180.0000,11350.0000,1273750,0
FPT,D,20150623,000000,11350.0000,11380.0000,11300.0000,11330.0000,623750,0
FPT,D,20150624,000000,11350.0000,11350.0000,11250.0000,11250.0000,356850,0
FPT,D,20150625,000000,11230.0000,11250.0000,11210.0000,11210.0000,585020,0
FPT,D,20150626,000000,11230.0000,11930.0000,11230.0000,11530.0000,4210260,0
FPT,D,20150629,000000,11650.0000,11880.0000,11580.0000,11650.0000,935540,0
FPT,D,20150630,000000,11530.0000,11630.0000,11530.0000,11550.0000,1048220,0
FPT,D,20150701,000000,11550.0000,11730.0000,11480.0000,11650.0000,737610,0
FPT,D,20150702,000000,11630.0000,11800.0000,11600.0000,11750.0000,1090220,0
FPT,D,20150703,000000,11800.0000,11800.0000,11680.0000,11700.0000,758500,0
FPT,D,20150706,000000,11730.0000,11830.0000,11700.0000,11830.0000,979490,0
FPT,D,20150707,000000,11800.0000,12050.0000,11750.0000,11850.0000,1132850,0
FPT,D,20150708,000000,11850.0000,11900.0000,11600.0000,11630.0000,1420160,0
FPT,D,20150709,000000,11580.0000,11680.0000,11500.0000,11630.0000,999820,0
FPT,D,20150710,000000,11630.0000,11700.0000,11550.0000,11600.0000,835670,0
FPT,D,20150713,000000,11600.0000,11830.0000,11580.0000,11680.0000,489440,0
FPT,D,20150714,000000,11680.0000,11750.0000,11600.0000,11680.0000,395670,0
FPT,D,20150715,000000,11700.0000,11700.0000,11550.0000,11550.0000,654910,0
FPT,D,20150716,000000,11500.0000,11550.0000,11400.0000,11550.0000,611060,0
FPT,D,20150717,000000,11530.0000,11680.0000,11500.0000,11550.0000,315540,0
FPT,D,20150720,000000,11550.0000,11550.0000,11430.0000,11500.0000,419830,0
FPT,D,20150721,000000,11450.0000,11480.0000,11300.0000,11350.0000,876450,0
FPT,D,20150722,000000,11350.0000,11580.0000,11330.0000,11580.0000,455030,0
FPT,D,20150723,000000,11550.0000,11930.0000,11550.0000,11700.0000,2140450,0
FPT,D,20150724,000000,11750.0000,11900.0000,11750.0000,11850.0000,1217830,0
FPT,D,20150727,000000,11930.0000,12330.0000,11900.0000,12200.0000,1865720,0
FPT,D,20150728,000000,12200.0000,12200.0000,12000.0000,12000.0000,634450,0
FPT,D,20150729,000000,12000.0000,12130.0000,11880.0000,11930.0000,1119080,0
FPT,D,20150730,000000,11930.0000,11950.0000,11780.0000,11780.0000,938320,0
FPT,D,20150731,000000,11880.0000,11900.0000,11780.0000,11780.0000,541330,0
FPT,D,20150803,000000,11700.0000,11700.0000,11550.0000,11580.0000,1136670,0
FPT,D,20150804,000000,11680.0000,11800.0000,11600.0000,11700.0000,526180,0
FPT,D,20150805,000000,11750.0000,11800.0000,11680.0000,11800.0000,312920,0
FPT,D,20150806,000000,11800.0000,11850.0000,11650.0000,11650.0000,561120,0
FPT,D,20150807,000000,11700.0000,11830.0000,11630.0000,11780.0000,546600,0
FPT,D,20150810,000000,11830.0000,12080.0000,11830.0000,12080.0000,1180730,0
FPT,D,20150811,000000,12080.0000,12200.0000,11950.0000,12030.0000,861370,0
FPT,D,20150812,000000,11950.0000,11950.0000,11780.0000,11850.0000,1257050,0
FPT,D,20150813,000000,11850.0000,11850.0000,11650.0000,11700.0000,1573130,0
FPT,D,20150814,000000,11680.0000,11780.0000,11580.0000,11650.0000,702440,0
FPT,D,20150817,000000,11650.0000,11730.0000,11450.0000,11500.0000,816140,0
FPT,D,20150818,000000,11500.0000,11630.0000,11450.0000,11600.0000,751710,0
FPT,D,20150819,000000,11680.0000,11830.0000,11580.0000,11730.0000,860750,0
FPT,D,20150820,000000,11760.0000,11760.0000,11550.0000,11580.0000,384210,0
FPT,D,20150821,000000,11480.0000,11500.0000,11200.0000,11500.0000,1184950,0
FPT,D,20150824,000000,11300.0000,11350.0000,10760.0000,10790.0000,2107920,0
FPT,D,20150825,000000,10690.0000,11070.0000,10690.0000,10920.0000,1302560,0
FPT,D,20150826,000000,10940.0000,11320.0000,10940.0000,11220.0000,960660,0
FPT,D,20150827,000000,11220.0000,11350.0000,11200.0000,11270.0000,701980,0
FPT,D,20150828,000000,11350.0000,11400.0000,11270.0000,11370.0000,883560,0
FPT,D,20150831,000000,11320.0000,11400.0000,11220.0000,11250.0000,383640,0
FPT,D,20150901,000000,11300.0000,11300.0000,11170.0000,11220.0000,319590,0
FPT,D,20150903,000000,11170.0000,11220.0000,11120.0000,11120.0000,361300,0
FPT,D,20150904,000000,11120.0000,11220.0000,11090.0000,11150.0000,200160,0
FPT,D,20150907,000000,11200.0000,11200.0000,11040.0000,11090.0000,143530,0
FPT,D,20150908,000000,11070.0000,11220.0000,11070.0000,11170.0000,195100,0
FPT,D,20150909,000000,11250.0000,11300.0000,11220.0000,11220.0000,351700,0
FPT,D,20150910,000000,11220.0000,11250.0000,11170.0000,11250.0000,228830,0
FPT,D,20150911,000000,11300.0000,11300.0000,11200.0000,11200.0000,178370,0
FPT,D,20150914,000000,11200.0000,11200.0000,11120.0000,11120.0000,213260,0
FPT,D,20150915,000000,11090.0000,11170.0000,11070.0000,11120.0000,91140,0
FPT,D,20150916,000000,11120.0000,11170.0000,11090.0000,11120.0000,123720,0
FPT,D,20150917,000000,11120.0000,11200.0000,11120.0000,11150.0000,121980,0
FPT,D,20150918,000000,11350.0000,11430.0000,11220.0000,11350.0000,743610,0
FPT,D,20150921,000000,11320.0000,11580.0000,11320.0000,11580.0000,548700,0
FPT,D,20150922,000000,11580.0000,11600.0000,11480.0000,11500.0000,289410,0
FPT,D,20150923,000000,11480.0000,11550.0000,11430.0000,11430.0000,447860,0
FPT,D,20150924,000000,11450.0000,11530.0000,11400.0000,11480.0000,287470,0
FPT,D,20150925,000000,11500.0000,11500.0000,11400.0000,11430.0000,259280,0
FPT,D,20150928,000000,11430.0000,11450.0000,11320.0000,11320.0000,267580,0
FPT,D,20150929,000000,11320.0000,11320.0000,11270.0000,11320.0000,260100,0
FPT,D,20150930,000000,11400.0000,11400.0000,11270.0000,11320.0000,159670,0
FPT,D,20151001,000000,11320.0000,11370.0000,11300.0000,11350.0000,179470,0
FPT,D,20151002,000000,11350.0000,11400.0000,11320.0000,11350.0000,181780,0
FPT,D,20151005,000000,11370.0000,11480.0000,11350.0000,11450.0000,382440,0
FPT,D,20151006,000000,11600.0000,11760.0000,11550.0000,11710.0000,923920,0
FPT,D,20151007,000000,11760.0000,11760.0000,11450.0000,11500.0000,337650,0
FPT,D,20151008,000000,11500.0000,11650.0000,11500.0000,11650.0000,331030,0
FPT,D,20151009,000000,11710.0000,11810.0000,11650.0000,11650.0000,778950,0
FPT,D,20151012,000000,11630.0000,11680.0000,11630.0000,11650.0000,414610,0
FPT,D,20151013,000000,11650.0000,11650.0000,11550.0000,11580.0000,298120,0
FPT,D,20151014,000000,11960.0000,12190.0000,11860.0000,11880.0000,3076790,0
FPT,D,20151015,000000,11930.0000,11930.0000,11830.0000,11860.0000,426740,0
FPT,D,20151016,000000,11880.0000,11930.0000,11880.0000,11880.0000,548620,0
FPT,D,20151019,000000,11880.0000,12160.0000,11880.0000,11990.0000,1396480,0
FPT,D,20151020,000000,11990.0000,12190.0000,11960.0000,12040.0000,1968330,0
FPT,D,20151021,000000,12110.0000,12110.0000,11960.0000,11960.0000,703530,0
FPT,D,20151022,000000,11910.0000,11990.0000,11910.0000,11930.0000,473620,0
FPT,D,20151023,000000,12010.0000,12060.0000,11960.0000,11990.0000,719680,0
FPT,D,20151026,000000,12090.0000,12340.0000,12090.0000,12110.0000,2631100,0
FPT,D,20151027,000000,12060.0000,12290.0000,12060.0000,12210.0000,1345230,0
FPT,D,20151028,000000,12240.0000,12440.0000,12240.0000,12420.0000,2673100,0
FPT,D,20151029,000000,12540.0000,12650.0000,12490.0000,12540.0000,1846600,0
FPT,D,20151030,000000,12570.0000,12600.0000,12440.0000,12540.0000,982600,0
FPT,D,20151102,000000,12570.0000,12980.0000,12540.0000,12600.0000,2790190,0
FPT,D,20151103,000000,12720.0000,13360.0000,12700.0000,13360.0000,3798850,0
FPT,D,20151104,000000,13360.0000,13610.0000,13230.0000,13230.0000,1772170,0
FPT,D,20151105,000000,13100.0000,13610.0000,13100.0000,13610.0000,2727690,0
FPT,D,20151106,000000,13610.0000,13870.0000,13230.0000,13360.0000,3164790,0
FPT,D,20151109,000000,13230.0000,13360.0000,13100.0000,13100.0000,2035350,0
FPT,D,20151110,000000,13100.0000,13230.0000,12850.0000,12980.0000,2049910,0
FPT,D,20151111,000000,12850.0000,13230.0000,12850.0000,12850.0000,1790510,0
FPT,D,20151112,000000,12980.0000,13610.0000,12850.0000,13490.0000,3514400,0
FPT,D,20151113,000000,13490.0000,13870.0000,13360.0000,13870.0000,2759580,0
FPT,D,20151116,000000,13740.0000,14000.0000,13490.0000,13740.0000,2413900,0
FPT,D,20151117,000000,13610.0000,13740.0000,13230.0000,13230.0000,2136990,0
FPT,D,20151118,000000,13100.0000,13490.0000,13100.0000,13230.0000,1366870,0
FPT,D,20151119,000000,13230.0000,13490.0000,13100.0000,13100.0000,1096120,0
FPT,D,20151120,000000,13100.0000,13230.0000,12980.0000,12980.0000,1196900,0
FPT,D,20151123,000000,12980.0000,13100.0000,12600.0000,12600.0000,2054830,0
FPT,D,20151124,000000,12650.0000,12650.0000,12320.0000,12490.0000,2817650,0
FPT,D,20151125,000000,12540.0000,12850.0000,12340.0000,12720.0000,1309410,0
FPT,D,20151126,000000,12670.0000,12720.0000,12470.0000,12470.0000,746390,0
FPT,D,20151127,000000,12520.0000,12700.0000,12440.0000,12440.0000,1520660,0
FPT,D,20151130,000000,12470.0000,12470.0000,12290.0000,12290.0000,1116850,0
FPT,D,20151201,000000,12370.0000,12420.0000,12240.0000,12270.0000,623880,0
FPT,D,20151202,000000,12270.0000,12390.0000,12270.0000,12320.0000,675930,0
FPT,D,20151203,000000,12340.0000,12390.0000,12290.0000,12340.0000,343540,0
FPT,D,20151204,000000,12340.0000,12340.0000,12140.0000,12190.0000,861320,0
FPT,D,20151207,000000,12160.0000,12210.0000,12090.0000,12090.0000,892260,0
FPT,D,20151208,000000,12040.0000,12490.0000,11990.0000,12470.0000,1117670,0
FPT,D,20151209,000000,12470.0000,12570.0000,12270.0000,12270.0000,735460,0
FPT,D,20151210,000000,12270.0000,12370.0000,12160.0000,12160.0000,610110,0
FPT,D,20151211,000000,12140.0000,12340.0000,12140.0000,12210.0000,558390,0
FPT,D,20151214,000000,12190.0000,12270.0000,12160.0000,12160.0000,434710,0
FPT,D,20151215,000000,12160.0000,12340.0000,12160.0000,12340.0000,527780,0
FPT,D,20151216,000000,12390.0000,12540.0000,12390.0000,12420.0000,1252650,0
FPT,D,20151217,000000,12520.0000,12600.0000,12470.0000,12520.0000,916420,0
FPT,D,20151218,000000,12520.0000,12540.0000,12440.0000,12440.0000,825670,0
FPT,D,20151221,000000,12440.0000,12440.0000,12290.0000,12340.0000,540360,0
FPT,D,20151222,000000,12340.0000,12390.0000,12240.0000,12240.0000,537270,0
FPT,D,20151223,000000,12290.0000,12320.0000,12160.0000,12190.0000,606040,0
FPT,D,20151224,000000,12240.0000,12270.0000,12160.0000,12160.0000,474020,0
FPT,D,20151225,000000,12210.0000,12210.0000,12140.0000,12160.0000,339400,0
FPT,D,20151228,000000,12210.0000,12390.0000,12140.0000,12240.0000,767110,0
FPT,D,20151229,000000,12270.0000,12340.0000,12240.0000,12290.0000,433620,0
FPT,D,20151230,000000,12370.0000,12440.0000,12290.0000,12290.0000,913890,0
FPT,D,20151231,000000,12290.0000,12420.0000,12270.0000,12290.0000,570340,0
FPT,D,20160104,000000,12320.0000,12340.0000,12160.0000,12160.0000,602210,0
FPT,D,20160105,000000,12160.0000,12210.0000,12140.0000,12160.0000,734050,0
FPT,D,20160106,000000,12160.0000,12240.0000,12160.0000,12190.0000,446810,0
FPT,D,20160107,000000,12190.0000,12190.0000,11960.0000,11960.0000,1841620,0
FPT,D,20160108,000000,11910.0000,11930.0000,11710.0000,11780.0000,1773760,0
FPT,D,20160111,000000,11780.0000,11780.0000,11680.0000,11680.0000,805440,0
FPT,D,20160112,000000,11710.0000,11930.0000,11630.0000,11930.0000,582160,0
FPT,D,20160113,000000,11960.0000,12040.0000,11780.0000,11810.0000,542910,0
FPT,D,20160114,000000,11730.0000,11810.0000,11710.0000,11760.0000,509720,0
FPT,D,20160115,000000,11760.0000,11830.0000,11710.0000,11730.0000,593280,0
FPT,D,20160118,000000,11580.0000,11630.0000,11270.0000,11430.0000,2255130,0
FPT,D,20160119,000000,11450.0000,11530.0000,11370.0000,11480.0000,873480,0
FPT,D,20160120,000000,11480.0000,11580.0000,11430.0000,11430.0000,651980,0
FPT,D,20160121,000000,11370.0000,11480.0000,11350.0000,11430.0000,647810,0
FPT,D,20160122,000000,11450.0000,11480.0000,11270.0000,11400.0000,692750,0
FPT,D,20160125,000000,11580.0000,11990.0000,11450.0000,11990.0000,892040,0
FPT,D,20160126,000000,11830.0000,11860.0000,11680.0000,11680.0000,661130,0
FPT,D,20160127,000000,11830.0000,11830.0000,11760.0000,11780.0000,336620,0
FPT,D,20160128,000000,11780.0000,11810.0000,11650.0000,11710.0000,491030,0
FPT,D,20160129,000000,11780.0000,11830.0000,11680.0000,11810.0000,496970,0
FPT,D,20160201,000000,11830.0000,11930.0000,11710.0000,11860.0000,584110,0
FPT,D,20160202,000000,11780.0000,11880.0000,11760.0000,11760.0000,184210,0
FPT,D,20160203,000000,11810.0000,11930.0000,11760.0000,11860.0000,641500,0
FPT,D,20160204,000000,11930.0000,11930.0000,11830.0000,11830.0000,282030,0
FPT,D,20160205,000000,11880.0000,11960.0000,11830.0000,11930.0000,363780,0
FPT,D,20160215,000000,11880.0000,11910.0000,11780.0000,11880.0000,342070,0
FPT,D,20160216,000000,11960.0000,12090.0000,11880.0000,12040.0000,346480,0
FPT,D,20160217,000000,12110.0000,12270.0000,12090.0000,12090.0000,719440,0
FPT,D,20160218,000000,12140.0000,12290.0000,12110.0000,12240.0000,737190,0
FPT,D,20160219,000000,12210.0000,12210.0000,12110.0000,12140.0000,530400,0
FPT,D,20160222,000000,12140.0000,12270.0000,12140.0000,12270.0000,518820,0
FPT,D,20160223,000000,12340.0000,12340.0000,12160.0000,12160.0000,727180,0
FPT,D,20160224,000000,12140.0000,12210.0000,12110.0000,12160.0000,655980,0
FPT,D,20160225,000000,12210.0000,12290.0000,12110.0000,12110.0000,673070,0
FPT,D,20160226,000000,12140.0000,12160.0000,12060.0000,12140.0000,383230,0
FPT,D,20160229,000000,12190.0000,12190.0000,12110.0000,12160.0000,516250,0
FPT,D,20160301,000000,12140.0000,12440.0000,12110.0000,12270.0000,1215810,0
FPT,D,20160302,000000,12320.0000,12420.0000,12290.0000,12390.0000,811910,0
FPT,D,20160303,000000,12440.0000,12540.0000,12420.0000,12420.0000,831440,0
FPT,D,20160304,000000,12370.0000,12540.0000,12370.0000,12470.0000,855930,0
FPT,D,20160307,000000,12470.0000,12570.0000,12370.0000,12370.0000,731820,0
FPT,D,20160308,000000,12370.0000,12390.0000,12210.0000,12210.0000,1138510,0
FPT,D,20160309,000000,12160.0000,12270.0000,12160.0000,12210.0000,406000,0
FPT,D,20160310,000000,12290.0000,12290.0000,12190.0000,12270.0000,278390,0
FPT,D,20160311,000000,12320.0000,12440.0000,12320.0000,12340.0000,752610,0
FPT,D,20160314,000000,12520.0000,12570.0000,12390.0000,12390.0000,1011740,0
FPT,D,20160315,000000,12440.0000,12490.0000,12340.0000,12340.0000,545350,0
FPT,D,20160316,000000,12340.0000,12390.0000,12320.0000,12340.0000,492970,0
FPT,D,20160317,000000,12370.0000,12440.0000,12340.0000,12340.0000,630200,0
FPT,D,20160318,000000,12490.0000,12700.0000,12470.0000,12540.0000,2537440,0
FPT,D,20160321,000000,12540.0000,12600.0000,12470.0000,12520.0000,708370,0
FPT,D,20160322,000000,12470.0000,12490.0000,12390.0000,12390.0000,630690,0
